customer_id,recency,frequency,monetary,avg_order_val,n_items,tenure_days,return_rate,satisfaction_flag,dependency_score,promo_orders,n_orders,value_tier,loyal_defA,loyal_defB,R_score,F_score,M_score,RFM_score,RFM_total,segment
13314,2,3,775.94,258.6466666666667,55,74,0.11949685534572406,0,0.3333,1.0,3,Mid,0,1,5,3,3,533,11,Loyal Customers
13316,37,4,5977.7300000000005,1494.4325,66,254,0.0,1,0.25,1.0,4,High,1,1,3,4,5,345,12,Loyal Customers
13317,66,6,2273.68,378.9466666666667,100,359,0.02999062792874415,0,0.3333,2.0,6,High,1,1,3,5,5,355,13,Loyal Customers
13318,1,3,640.76,213.58666666666667,14,37,0.0,1,1.0,3.0,3,Mid,0,1,5,3,3,533,11,Loyal Customers
13319,5,26,10845.550000000001,417.1365384615384,209,366,0.00797984040319026,0,0.3462,9.0,26,High,1,1,5,5,5,555,15,Champions
13320,78,4,1548.7,387.175,77,214,0.02664298401418593,0,0.0,0.0,4,High,1,1,2,4,4,244,10,Loyal Customers
13321,72,2,567.36,283.68,10,86,0.0,1,0.0,0.0,2,Mid,0,1,3,2,3,323,8,Potential Loyalists
13322,17,1,199.48000000000002,199.48000000000002,25,17,0.0,0,1.0,1.0,1,Low,0,0,4,1,1,411,6,New Customers
13323,3,5,787.85,157.57,6,84,0.0,1,0.8,4.0,5,Mid,0,1,5,4,3,543,12,Champions
13324,36,10,7121.95,712.1949999999999,25,361,0.0009596928982723685,1,0.2,2.0,10,High,1,1,3,5,5,355,13,Loyal Customers
13325,82,1,675.3,675.3,12,82,0.0,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
13327,39,8,3627.77,453.47125,74,365,0.007444168734486697,0,0.375,3.0,8,High,1,1,3,5,5,355,13,Loyal Customers
13328,316,1,1308.48,1308.48,17,316,0.0,0,0.0,0.0,1,High,1,0,1,1,4,114,6,Lost
13329,32,2,789.0,394.5,16,367,0.07214428857700973,0,1.0,2.0,2,Mid,0,1,4,2,3,423,9,Potential Loyalists
13330,93,3,1140.93,380.30999999999995,37,316,0.0,1,0.0,0.0,3,High,1,0,2,3,4,234,9,Loyal Customers
13332,14,1,350.9,350.9,21,14,0.0,0,1.0,1.0,1,Low,0,0,5,1,2,512,8,New Customers
13334,82,3,3536.82,1178.94,207,306,0.0,1,0.0,0.0,3,High,1,1,2,3,5,235,10,Loyal Customers
13336,77,1,795.12,795.12,51,77,0.0,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
13338,158,1,487.02,487.02,19,158,0.03396226415081524,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
13339,201,1,860.12,860.12,54,201,0.0,0,0.0,0.0,1,Mid,0,0,1,1,3,113,5,Lost
13340,45,7,10736.48,1533.782857142857,128,277,0.0,1,0.0,0.0,7,High,1,1,3,5,5,355,13,Loyal Customers
13341,261,1,775.85,775.85,42,261,0.0,0,0.0,0.0,1,Mid,0,0,1,1,3,113,5,Lost
13343,178,1,353.43,353.43,19,178,0.06249999999956598,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
13344,68,3,2543.72,847.9066666666668,115,278,0.0,1,0.0,0.0,3,High,1,1,3,3,5,335,11,Loyal Customers
13345,288,1,389.5,389.5,20,288,0.013986013985916182,0,0.0,0.0,1,Mid,0,0,1,1,2,112,4,Lost
13347,70,1,341.36,341.36,8,70,0.0,0,0.0,0.0,1,Low,0,0,3,1,2,312,6,Lost
13348,64,1,233.76,233.76,14,64,0.0,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
13349,11,1,247.32,247.32,16,11,0.0,0,1.0,1.0,1,Low,0,0,5,1,1,511,7,New Customers
13350,16,2,979.12,489.56000000000006,36,79,0.010344827586171225,0,0.5,1.0,2,Mid,0,1,4,2,4,424,10,Potential Loyalists
13351,66,1,373.94,373.94,16,66,0.0,0,0.0,0.0,1,Low,0,0,3,1,2,312,6,Lost
13352,60,1,397.97999999999996,397.97999999999996,24,60,0.0183486238531549,0,0.0,0.0,1,Mid,0,0,3,1,2,312,6,Lost
13354,71,1,743.53,743.53,51,71,0.0,0,0.0,0.0,1,Mid,0,0,3,1,3,313,7,Potential Loyalists
13355,122,1,674.7,674.7,32,122,0.0,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
13356,80,1,768.24,768.24,42,80,0.0,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
13357,257,1,609.95,609.95,85,257,0.0,0,0.0,0.0,1,Mid,0,0,1,1,3,113,5,Lost
13358,269,1,439.03,439.03,29,269,0.0,0,0.0,0.0,1,Mid,0,0,1,1,2,112,4,Lost
13359,64,1,439.56,439.56,23,64,0.012269938650231474,0,0.0,0.0,1,Mid,0,0,3,1,2,312,6,Lost
13362,9,4,3090.7400000000002,772.6850000000001,128,288,0.0021660649819478946,1,0.25,1.0,4,High,1,1,5,4,5,545,14,Champions
13363,18,2,992.5,496.25,47,44,0.0,1,0.5,1.0,2,Mid,0,1,4,2,4,424,10,Potential Loyalists
13364,71,1,134.95999999999998,134.95999999999998,10,71,0.4999999999964789,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
13365,34,2,2225.37,1112.685,122,218,0.007165605095535696,0,0.5,1.0,2,High,0,1,3,2,5,325,10,Potential Loyalists
13366,50,1,56.160000000000004,56.160000000000004,1,50,0.0,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
13368,257,2,623.4,311.7,29,338,0.0,1,0.0,0.0,2,Mid,0,0,1,2,3,123,6,Need Attention
13369,366,1,308.28000000000003,308.28000000000003,14,366,0.12865497075948157,0,1.0,1.0,1,Low,0,0,1,1,2,112,4,Lost
13370,372,1,754.87,754.87,39,372,0.01999999999994286,0,1.0,1.0,1,Mid,0,0,1,1,3,113,5,Lost
13372,90,1,378.64,378.64,23,90,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
13373,61,3,3312.25,1104.0833333333333,135,276,0.0,1,0.0,0.0,3,High,1,1,3,3,5,335,11,Loyal Customers
13375,89,1,778.65,778.65,37,89,0.0022573363431100286,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
13376,99,3,1019.76,339.92,45,234,0.0,1,0.0,0.0,3,Mid,0,0,2,3,4,234,9,Loyal Customers
13379,26,3,572.56,190.85333333333332,85,137,0.0,1,0.3333,1.0,3,Mid,0,1,4,3,3,433,10,Loyal Customers
13381,32,6,3639.31,606.5516666666666,77,299,0.0009847365829635723,1,0.1667,1.0,6,High,1,1,4,5,5,455,14,Champions
13382,281,1,222.99,222.99,15,281,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13384,31,7,4151.93,593.1328571428572,123,179,0.002881844380402272,1,0.1429,1.0,7,High,1,1,4,5,5,455,14,Champions
13385,330,1,534.57,534.57,35,330,0.0,0,0.0,0.0,1,Mid,0,0,1,1,3,113,5,Lost
13388,131,2,677.1,338.54999999999995,35,131,0.0035335689045811534,1,0.0,0.0,2,Mid,0,0,2,2,3,223,7,Need Attention
13389,11,3,797.96,265.9866666666667,50,233,0.0,1,0.3333,1.0,3,Mid,0,1,5,3,3,533,11,Loyal Customers
13390,75,1,544.08,544.08,13,75,0.0,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
13391,204,1,59.8,59.8,1,204,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13394,2,8,2520.02,315.0025,124,310,0.06853582554514465,0,0.125,1.0,8,High,1,1,5,5,5,555,15,Champions
13395,185,1,307.72,307.72,21,185,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
13396,29,2,1360.99,680.495,42,319,0.013157894736820464,0,0.5,1.0,2,High,0,1,4,2,4,424,10,Potential Loyalists
13397,73,5,1544.13,308.826,28,339,0.0023201856148438046,1,0.0,0.0,5,High,1,1,2,4,4,244,10,Loyal Customers
13398,192,1,457.34,457.34,26,192,0.0,0,0.0,0.0,1,Mid,0,0,1,1,2,112,4,Lost
13402,127,2,621.23,310.615,32,372,0.0,1,0.5,1.0,2,Mid,0,0,2,2,3,223,7,Need Attention
13403,18,1,75.0,75.0,3,18,0.0,0,1.0,1.0,1,Low,0,0,4,1,1,411,6,New Customers
13404,1,2,252.49,126.245,11,213,0.0,1,0.5,1.0,2,Low,0,1,5,2,2,522,9,New Customers
13405,204,2,557.45,278.725,24,318,0.0,1,0.0,0.0,2,Mid,0,0,1,2,3,123,6,Need Attention
13408,2,62,28117.04,453.5006451612903,234,374,0.0063663075416254674,0,0.2419,15.0,62,High,1,1,5,5,5,555,15,Champions
13410,24,5,1003.06,200.61200000000002,15,291,0.009560229445488413,0,0.2,1.0,5,Mid,0,1,4,4,4,444,12,Champions
13411,107,1,213.55,213.55,17,107,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
13414,134,3,1390.5,463.5,23,297,0.0,1,0.0,0.0,3,High,1,0,2,3,4,234,9,Loyal Customers
13416,44,2,712.5,356.25,11,81,0.0,1,0.0,0.0,2,Mid,0,1,3,2,3,323,8,Potential Loyalists
13417,5,2,640.83,320.41499999999996,26,205,0.0,1,0.5,1.0,2,Mid,0,1,5,2,3,523,10,Potential Loyalists
13418,12,18,6127.43,340.4127777777778,223,373,0.01976482361770834,0,0.3333,6.0,18,High,1,1,5,5,5,555,15,Champions
13419,64,1,221.06,221.06,16,64,0.0,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
13420,150,2,159.85,79.925,8,171,0.11403508771829793,0,0.0,0.0,2,Low,0,0,2,2,1,221,5,Lost
13421,40,2,1840.58,920.29,87,290,0.000864304235090005,1,0.0,0.0,2,High,1,1,3,2,4,324,9,Potential Loyalists
13422,64,1,2626.3,2626.3,127,64,0.0037565740045050664,0,0.0,0.0,1,High,1,0,3,1,5,315,9,Potential Loyalists
13425,108,3,1624.21,541.4033333333333,66,295,0.0,1,0.0,0.0,3,High,1,0,2,3,4,234,9,Loyal Customers
13426,1,10,3641.32,364.132,103,360,0.00883002207505129,0,0.4,4.0,10,High,1,1,5,5,5,555,15,Champions
13427,19,3,582.6,194.20000000000002,25,215,0.0,1,0.3333,1.0,3,Mid,0,1,4,3,3,433,10,Loyal Customers
13428,10,1,218.47,218.47,70,10,0.0,0,1.0,1.0,1,Low,0,0,5,1,1,511,7,New Customers
13429,11,4,1006.8,251.70000000000002,55,75,0.0,1,0.25,1.0,4,Mid,0,1,5,4,4,544,13,Champions
13430,19,2,679.45,339.725,48,86,0.01572739187416025,0,0.5,1.0,2,Mid,0,1,4,2,3,423,9,Potential Loyalists
13431,67,2,1269.1,634.55,44,89,0.0,1,0.0,0.0,2,High,1,1,3,2,4,324,9,Potential Loyalists
13434,74,2,534.24,267.12,9,97,0.0,1,0.0,0.0,2,Mid,0,1,2,2,3,223,7,Need Attention
13435,5,7,3809.8900000000003,544.27,68,189,0.0018752930145326417,1,0.2857,2.0,7,High,1,1,5,5,5,555,15,Champions
13436,2,1,196.89,196.89,12,2,0.0,0,1.0,1.0,1,Low,0,0,5,1,1,511,7,New Customers
13437,14,7,3408.06,486.86571428571426,143,190,0.0,1,0.4286,3.0,7,High,1,1,5,5,5,555,15,Champions
13439,255,1,283.71,283.71,54,255,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
13441,92,1,296.64,296.64,13,92,0.0,0,0.0,0.0,1,Low,0,0,2,1,2,212,5,Lost
13447,23,3,1129.14,376.38000000000005,55,36,0.011844331641265915,0,1.0,3.0,3,Mid,0,1,4,3,4,434,11,Loyal Customers
13448,17,6,3539.37,589.895,137,374,0.013079667063012439,0,0.6667,4.0,6,High,0,1,4,5,5,455,14,Champions
13449,24,1,291.88,291.88,19,24,0.0,0,1.0,1.0,1,Low,0,0,4,1,2,412,7,New Customers
13450,27,6,2043.7199999999998,340.62,32,218,0.0,1,0.1667,1.0,6,High,1,1,4,5,5,455,14,Champions
13451,26,5,2976.15,595.23,315,334,0.0027842227378177334,1,0.2,1.0,5,High,1,1,4,4,5,445,13,Champions
13452,259,2,590.0,295.0,1,271,0.0,1,0.0,0.0,2,Mid,0,0,1,2,3,123,6,Need Attention
13453,166,2,356.97999999999996,178.49,16,290,0.0,1,0.0,0.0,2,Low,0,0,2,2,2,222,6,Need Attention
13455,25,2,1058.34,529.1700000000001,42,366,0.024793388429683764,0,1.0,2.0,2,Mid,0,1,4,2,4,424,10,Potential Loyalists
13456,18,6,1766.72,294.4533333333333,43,207,0.011627906976729163,0,0.3333,2.0,6,High,1,1,4,5,4,454,13,Champions
13458,7,14,9646.57,689.0407142857142,242,360,0.008639308855290021,0,0.2143,3.0,14,High,1,1,5,5,5,555,15,Champions
13460,29,2,183.44,91.72,16,50,0.0,1,0.5,1.0,2,Low,0,1,4,2,1,421,7,New Customers
13461,39,3,1445.0,481.6666666666667,14,164,0.0,1,0.3333,1.0,3,High,1,1,3,3,4,334,10,Loyal Customers
13462,253,1,151.5,151.5,9,253,0.01587301587276392,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13464,58,1,674.68,674.68,41,58,0.0,0,0.0,0.0,1,Mid,0,0,3,1,3,313,7,Potential Loyalists
13466,184,1,307.9,307.9,17,184,0.0038461538461390535,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
13467,11,2,1083.71,541.855,89,36,0.0,1,1.0,2.0,2,Mid,0,1,5,2,4,524,11,Potential Loyalists
13468,2,37,5704.97,154.1883783783784,184,373,0.003080477474007285,1,0.2432,9.0,37,High,1,1,5,5,5,555,15,Champions
13470,99,2,165.0,82.5,7,115,0.0,1,0.0,0.0,2,Low,0,0,2,2,1,221,5,Lost
13471,1,4,2531.58,632.895,214,47,0.0,1,0.75,3.0,4,High,0,1,5,4,5,545,14,Champions
13473,61,2,422.64,211.32,21,333,0.022058823529330668,0,0.0,0.0,2,Mid,0,1,3,2,2,322,7,Promising
13474,236,1,229.59,229.59,59,236,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13475,191,4,1431.78,357.945,64,299,0.0,1,0.0,0.0,4,High,1,0,1,4,4,144,9,At Risk
13476,179,2,1238.47,619.235,56,281,0.007142857142840136,0,0.0,0.0,2,High,1,0,2,2,4,224,8,Need Attention
13477,38,6,1454.58,242.42999999999998,57,292,0.002929687499997139,1,0.1667,1.0,6,High,1,1,3,5,4,354,12,Loyal Customers
13479,201,2,300.95,150.475,14,235,0.007407407407352538,0,0.0,0.0,2,Low,0,0,1,2,2,122,5,Need Attention
13481,46,5,1804.56,360.912,98,257,0.012964563526350075,0,0.0,0.0,5,High,1,1,3,4,4,344,11,Loyal Customers
13482,232,1,184.64,184.64,11,232,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13483,66,1,140.34,140.34,10,66,0.0,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
13484,241,1,313.8,313.8,8,241,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
13485,233,1,454.24,454.24,23,233,0.0,0,0.0,0.0,1,Mid,0,0,1,1,2,112,4,Lost
13486,78,3,1122.41,374.1366666666666,69,155,0.0,1,0.0,0.0,3,Mid,0,1,2,3,4,234,9,Loyal Customers
13487,58,3,575.4,191.79999999999998,26,353,0.0,1,0.3333,1.0,3,Mid,0,1,3,3,3,333,9,Loyal Customers
13488,17,13,8968.31,689.87,271,367,0.0013262599469493089,1,0.1538,2.0,13,High,1,1,4,5,5,455,14,Champions
13489,105,4,449.52,112.38,11,295,0.0,1,0.0,0.0,4,Mid,0,0,2,4,2,242,8,Need Attention
13491,52,10,1215.82,121.582,73,372,0.0,1,0.2,2.0,10,High,1,1,3,5,4,354,12,Loyal Customers
13492,136,3,1269.84,423.28000000000003,38,215,0.0,1,0.0,0.0,3,High,1,0,2,3,4,234,9,Loyal Customers
13493,275,2,498.63,249.315,5,287,0.0,1,0.0,0.0,2,Mid,0,0,1,2,3,123,6,Need Attention
13494,312,1,316.26000000000005,316.26000000000005,18,312,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
13495,8,5,2044.8700000000001,408.974,34,368,0.017772511848320176,0,0.8,4.0,5,High,0,1,5,4,5,545,14,Champions
13496,11,2,653.33,326.66499999999996,28,360,0.033994334277524095,0,1.0,2.0,2,Mid,0,1,5,2,3,523,10,Potential Loyalists
13497,283,2,348.05,174.025,19,369,0.023952095808239808,0,0.5,1.0,2,Low,0,0,1,2,2,122,5,Need Attention
13499,18,5,1159.11,231.82200000000003,31,270,0.005102040816322812,0,0.4,2.0,5,High,1,1,4,4,4,444,12,Champions
13500,23,3,1166.77,388.92333333333335,60,123,0.03791469194306807,0,0.6667,2.0,3,High,0,1,4,3,4,434,11,Loyal Customers
13501,288,1,1340.32,1340.32,52,288,0.005328596802832454,0,0.0,0.0,1,High,1,0,1,1,4,114,6,Lost
13502,17,3,292.0,97.33333333333333,17,324,0.0,1,0.3333,1.0,3,Low,0,1,4,3,2,432,9,Promising
13503,71,1,216.85,216.85,17,71,0.0,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
13504,64,1,295.93,295.93,22,64,0.0,0,0.0,0.0,1,Low,0,0,3,1,2,312,6,Lost
13505,73,4,3633.63,908.4075,181,233,0.010032102728727916,0,0.0,0.0,4,High,1,1,2,4,5,245,11,Loyal Customers
13506,316,2,458.52,229.26,26,370,0.00917431192657745,0,0.5,1.0,2,Mid,0,0,1,2,2,122,5,Need Attention
13507,3,4,2479.16,619.79,146,146,0.0,1,0.25,1.0,4,High,1,1,5,4,5,545,14,Champions
13508,244,1,110.97,110.97,12,244,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13509,9,6,964.72,160.78666666666666,26,284,0.0,1,0.1667,1.0,6,Mid,0,1,5,5,4,554,14,Champions
13510,1,4,1791.56,447.89,86,184,0.0028776978417245484,1,0.25,1.0,4,High,1,1,5,4,4,544,13,Champions
13512,261,1,251.21,251.21,15,261,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
13513,127,1,205.1,205.1,10,127,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
13514,74,1,152.20000000000002,152.20000000000002,4,74,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
13515,73,4,891.12,222.78,50,248,0.0,1,0.0,0.0,4,Mid,0,1,2,4,3,243,9,Loyal Customers
13516,21,3,1389.41,463.1366666666667,43,239,0.0,1,0.3333,1.0,3,High,1,1,4,3,4,434,11,Loyal Customers
13517,60,3,2128.42,709.4733333333334,125,180,0.006531204644407452,0,0.0,0.0,3,High,1,1,3,3,5,335,11,Loyal Customers
13518,86,1,659.4399999999999,659.4399999999999,36,86,0.0,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
13519,78,1,122.75,122.75,8,78,0.04166666666493055,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
13520,59,6,2984.35,497.39166666666665,48,372,0.00244349419669979,1,0.1667,1.0,6,High,1,1,3,5,5,355,13,Loyal Customers
13521,1,3,1092.39,364.12999999999994,312,10,0.0,1,1.0,3.0,3,Mid,0,1,5,3,4,534,12,Loyal Customers
13522,30,1,125.80000000000001,125.80000000000001,5,30,0.0,0,1.0,1.0,1,Low,0,0,4,1,1,411,6,New Customers
13523,33,5,3964.88,792.976,157,366,0.003979533826035259,1,0.4,2.0,5,High,1,1,4,4,5,445,13,Champions
13524,41,5,680.1800000000001,136.036,17,220,0.0,1,0.0,0.0,5,Mid,0,1,3,4,3,343,10,Loyal Customers
13525,15,2,628.78,314.39,5,248,0.0,1,0.5,1.0,2,Mid,0,1,4,2,3,423,9,Potential Loyalists
13527,34,7,2287.51,326.7871428571429,153,327,0.011104617182927467,0,0.1429,1.0,7,High,1,1,3,5,5,355,13,Loyal Customers
13529,79,2,307.76,153.88,15,205,0.0,1,0.0,0.0,2,Low,0,1,2,2,2,222,6,Need Attention
13531,205,2,483.8,241.89999999999998,17,366,0.0,1,0.5,1.0,2,Mid,0,0,1,2,2,122,5,Need Attention
13532,34,1,210.31,210.31,66,34,0.0,0,1.0,1.0,1,Low,0,0,3,1,1,311,5,Lost
13533,183,3,270.79,90.26333333333332,61,268,0.0,1,0.0,0.0,3,Low,0,0,1,3,2,132,6,Need Attention
13534,2,25,5870.08,234.8032,119,358,0.02790544977018125,0,0.16,4.0,25,High,1,1,5,5,5,555,15,Champions
13536,1,7,3448.29,492.61285714285714,91,75,0.0,1,0.7143,5.0,7,High,0,1,5,5,5,555,15,Champions
13538,43,7,1280.85,182.97857142857146,10,316,0.0,1,0.0,0.0,7,High,1,1,3,5,4,354,12,Loyal Customers
13539,86,3,631.34,210.4466666666667,35,309,0.018404907975403666,0,0.0,0.0,3,Mid,0,1,2,3,3,233,8,Loyal Customers
13544,40,2,291.41,145.70499999999998,76,241,0.0,1,0.0,0.0,2,Low,0,1,3,2,2,322,7,Promising
13546,12,3,626.99,208.99666666666667,72,201,0.0,1,0.3333,1.0,3,Mid,0,1,5,3,3,533,11,Loyal Customers
13548,96,2,682.41,341.205,114,244,0.0,1,0.0,0.0,2,Mid,0,0,2,2,3,223,7,Need Attention
13549,26,7,918.2,131.17142857142858,37,242,0.0021786492374680205,1,0.1429,1.0,7,Mid,0,1,4,5,3,453,12,Champions
13551,319,1,91.80000000000001,91.80000000000001,4,319,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13552,66,12,3740.07,311.6725,82,316,0.02140883977899074,0,0.0,0.0,12,High,1,1,3,5,5,355,13,Loyal Customers
13555,74,4,4149.28,1037.32,128,202,0.0,1,0.0,0.0,4,High,1,1,2,4,5,245,11,Loyal Customers
13557,28,2,584.06,292.03,31,281,0.0,1,0.5,1.0,2,Mid,0,1,4,2,3,423,9,Potential Loyalists
13558,6,4,605.06,151.265,123,68,0.0,1,0.5,2.0,4,Mid,0,1,5,4,3,543,12,Champions
13560,7,1,174.37,174.37,32,7,0.0,0,1.0,1.0,1,Low,0,0,5,1,1,511,7,New Customers
13561,216,1,141.85999999999999,141.85999999999999,14,216,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13562,82,3,1799.33,599.7766666666666,50,246,0.0,1,0.0,0.0,3,High,1,1,2,3,4,234,9,Loyal Customers
13563,84,2,777.53,388.765,49,140,0.0,1,0.0,0.0,2,Mid,0,1,2,2,3,223,7,Need Attention
13564,354,2,1198.38,599.19,67,368,0.0,1,1.0,2.0,2,High,0,0,1,2,4,124,7,Need Attention
13565,19,2,240.22,120.10999999999999,35,334,0.0,1,0.5,1.0,2,Low,0,1,4,2,1,421,7,New Customers
13566,41,2,874.71,437.355,134,83,0.0,1,0.0,0.0,2,Mid,0,1,3,2,3,323,8,Potential Loyalists
13568,173,1,192.85,192.85,41,173,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
13569,17,2,372.25,186.125,72,368,0.0,1,1.0,2.0,2,Low,0,1,4,2,2,422,8,New Customers
13570,243,1,239.49,239.49,27,243,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13571,13,12,2092.32,174.36,157,254,0.0,1,0.25,3.0,12,High,1,1,5,5,5,555,15,Champions
13572,206,1,1384.25,1384.25,32,206,0.0,0,0.0,0.0,1,High,1,0,1,1,4,114,6,Lost
13573,50,2,294.4,147.2,24,253,0.0,1,0.0,0.0,2,Low,0,1,3,2,2,322,7,Promising
13575,23,5,732.0699999999999,146.414,41,176,0.0,1,0.2,1.0,5,Mid,0,1,4,4,3,443,11,Champions
13576,10,18,6717.34,373.18555555555554,78,373,0.002262443438913174,1,0.2222,4.0,18,High,1,1,5,5,5,555,15,Champions
13577,25,4,1687.6000000000001,421.9,61,242,0.02466091245373038,0,0.25,1.0,4,High,1,1,4,4,4,444,12,Champions
13579,15,2,467.04,233.51999999999998,19,369,0.0,1,1.0,2.0,2,Mid,0,1,4,2,2,422,8,New Customers
13581,309,1,118.0,118.0,10,309,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13583,156,1,781.03,781.03,53,156,0.0,0,0.0,0.0,1,Mid,0,0,2,1,3,213,6,Lost
13584,307,1,142.4,142.4,24,307,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13587,64,1,712.4,712.4,8,64,0.0999999999995,0,0.0,0.0,1,Mid,0,0,3,1,3,313,7,Potential Loyalists
13588,16,9,2478.95,275.43888888888887,131,255,0.012130401819555674,0,0.3333,3.0,9,High,1,1,4,5,5,455,14,Champions
13589,15,2,379.65,189.825,21,180,0.0,1,0.5,1.0,2,Low,0,1,4,2,2,422,8,New Customers
13590,11,6,1981.92,330.32,70,303,0.0010810810810804967,1,0.1667,1.0,6,High,1,1,5,5,4,554,14,Champions
13591,65,3,1117.13,372.3766666666666,56,267,0.0,1,0.0,0.0,3,Mid,0,1,3,3,4,334,10,Loyal Customers
13592,36,4,247.95999999999998,61.989999999999995,15,264,0.0,1,0.25,1.0,4,Low,0,1,3,4,1,341,8,Lost
13593,108,5,2037.0800000000002,407.41600000000005,77,336,0.03178807947015657,0,0.0,0.0,5,High,1,0,2,4,4,244,10,Loyal Customers
13594,53,1,396.97,396.97,26,53,0.0,0,0.0,0.0,1,Mid,0,0,3,1,2,312,6,Lost
13596,6,2,697.04,348.52,133,13,0.0,1,1.0,2.0,2,Mid,0,1,5,2,3,523,10,Potential Loyalists
13598,47,1,180.17000000000002,180.17000000000002,33,47,0.016949152542085608,0,0.0,0.0,1,Low,0,0,3,1,1,311,5,Lost
13599,1,21,5153.67,245.41285714285715,171,367,0.036278525453470954,0,0.619,13.0,21,High,0,1,5,5,5,555,15,Champions
13600,312,1,219.52,219.52,19,312,0.0,0,0.0,0.0,1,Low,0,0,1,1,1,111,3,Lost
13601,45,2,693.32,346.65999999999997,90,211,0.0,1,0.0,0.0,2,Mid,0,1,3,2,3,323,8,Potential Loyalists
13602,65,1,428.89,428.89,23,65,0.0,0,0.0,0.0,1,Mid,0,0,3,1,2,312,6,Lost
13603,26,1,164.34,164.34,27,26,0.0,0,1.0,1.0,1,Low,0,0,4,1,1,411,6,New Customers
13606,29,3,280.53999999999996,93.51333333333332,40,312,0.0,1,0.3333,1.0,3,Low,0,1,4,3,2,432,9,Promising
13607,40,1,678.01,678.01,93,40,0.0,0,0.0,0.0,1,Mid,0,0,3,1,3,313,7,Potential Loyalists
13610,12,7,1131.88,161.69714285714286,165,285,0.0038610038609964074,1,0.1429,1.0,7,Mid,0,1,5,5,4,554,14,Champions
13611,89,3,1171.8,390.6000000000001,67,360,0.0051948051947984485,0,0.3333,1.0,3,High,1,1,2,3,4,234,9,Loyal Customers
13614,24,4,1610.46,402.615,171,331,0.0,1,0.25,1.0,4,High,1,1,4,4,4,444,12,Champions
13615,319,1,417.69,417.69,23,319,0.03076923076907298,0,0.0,0.0,1,Mid,0,0,1,1,2,112,4,Lost
13617,40,3,544.18,181.39333333333335,31,180,0.0,1,0.0,0.0,3,Mid,0,1,3,3,3,333,9,Loyal Customers
13618,174,1,177.34,177.34,13,174,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
13621,117,1,213.85,213.85,19,117,0.0,0,0.0,0.0,1,Low,0,0,2,1,1,211,4,Lost
13623,31,5,747.78,149.556,75,297,0.013422818791901266,0,0.2,1.0,5,Mid,0,1,4,4,3,443,11,Champions
13626,253,1,257.23,257.23,19,253,0.0,0,0.0,0.0,1,Low,0,0,1,1,2,112,4,Lost
13627,59,5,1638.47,327.694,84,358,0.0023584905660358818,1,0.2,1.0,5,High,1,1,3,4,4,344,11,Loyal Customers
13629,23,11,7792.36,708.3963636363636,28,339,0.0,1,0.1818,2.0,11,High,1,1,4,5,5,455,14,Champions
